Rank,Team,Points,Conference,Change,Year,Season,Gender,Division,Description
,LOUISIANA TECH,0.0,WAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,LOYOLA MARYMOUNT,0.0,Independent,▲51(LW: 51),2011,Outdoor Track,Women,I,FINAL - June 12th
,MIAMI (OHIO),0.0,Mid-American,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MICHIGAN,0.0,Big Ten,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MIDDLE TENNESSEE,0.0,Sun Belt,▲30(LW: 30),2011,Outdoor Track,Women,I,FINAL - June 12th
,MILWAUKEE,0.0,Horizon,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MINNESOTA,0.0,Big Ten,▲31(LW: 31),2011,Outdoor Track,Women,I,FINAL - June 12th
,OLE MISS,0.0,SEC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MISSISSIPPI STATE,0.0,SEC,▲41(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
,MISSOURI,0.0,Big 12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MONTANA,0.0,Big Sky,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NEVADA,0.0,WAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NEW MEXICO,0.0,Mountain West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORFOLK STATE,0.0,MEAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORTH FLORIDA,0.0,Atlantic Sun,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORTHERN IOWA,0.0,Missouri Valley,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NOTRE DAME,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,OHIO,0.0,Mid-American,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,OREGON STATE,0.0,Pac-12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,PENN,0.0,Ivy League,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,PITTSBURGH,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,RHODE ISLAND,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,RICHMOND,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SAN FRANCISCO,0.0,Independent,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SOUTH ALABAMA,0.0,Sun Belt,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SOUTH DAKOTA,0.0,Great West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SYRACUSE,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,TULSA,0.0,Conference USA,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UAB,0.0,Conference USA,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UC RIVERSIDE,0.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UNC ASHEVILLE,0.0,Big South,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,USF,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UTAH,0.0,Mountain West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,VERMONT,0.0,America East,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,WESTERN MICHIGAN,0.0,Mid-American,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,WRIGHT STATE,0.0,Horizon,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
1.0,TEXAS A&M,55.0,Big 12,◀▶(LW: 1),2010,Outdoor Track,Men,I,FINAL - June 12th
2.0,FLORIDA,54.0,SEC,◀▶(LW: 2),2010,Outdoor Track,Men,I,FINAL - June 12th
3.0,OREGON,45.0,Pac-12,▼1(LW: 2),2010,Outdoor Track,Men,I,FINAL - June 12th
4.0,ARIZONA STATE,37.0,Pac-12,▲4(LW: 8),2010,Outdoor Track,Men,I,FINAL - June 12th
5.0,SOUTHERN CALIFORNIA,35.5,Pac-12,▲5(LW: 10),2010,Outdoor Track,Men,I,FINAL - June 12th
6.0,LSU,34.0,SEC,▼1(LW: 5),2010,Outdoor Track,Men,I,FINAL - June 12th
7.0,KANSAS,26.0,Big 12,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
8.0,STANFORD,22.0,Pac-12,▼1(LW: 7),2010,Outdoor Track,Men,I,FINAL - June 12th
8.0,FLORIDA STATE,22.0,ACC,▼6(LW: 2),2010,Outdoor Track,Men,I,FINAL - June 12th
10.0,VIRGINIA TECH,20.5,ACC,▲6(LW: 16),2010,Outdoor Track,Men,I,FINAL - June 12th
11.0,SOUTH CAROLINA,20.0,SEC,▼5(LW: 6),2010,Outdoor Track,Men,I,FINAL - June 12th
12.0,TEXAS TECH,18.5,Big 12,▲55(LW: 67),2010,Outdoor Track,Men,I,FINAL - June 12th
13.0,LIBERTY,18.0,Big South,▲27(LW: 40),2010,Outdoor Track,Men,I,FINAL - June 12th
13.0,KENTUCKY,18.0,SEC,▲2(LW: 15),2010,Outdoor Track,Men,I,FINAL - June 12th
15.0,WASHINGTON,16.5,Pac-12,▲5(LW: 20),2010,Outdoor Track,Men,I,FINAL - June 12th
16.0,NEBRASKA,16.0,Big 12,▲1(LW: 17),2010,Outdoor Track,Men,I,FINAL - June 12th
17.0,LOUISVILLE,15.0,Big East (1st Ed.),▲35(LW: 52),2010,Outdoor Track,Men,I,FINAL - June 12th
17.0,TEXAS,15.0,Big 12,▲3(LW: 20),2010,Outdoor Track,Men,I,FINAL - June 12th
17.0,MISSISSIPPI STATE,15.0,SEC,◀▶(LW: 17),2010,Outdoor Track,Men,I,FINAL - June 12th
20.0,INDIANA,13.5,Big Ten,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
21.0,WISCONSIN,12.0,Big Ten,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
21.0,CALIFORNIA,12.0,Pac-12,▲4(LW: 25),2010,Outdoor Track,Men,I,FINAL - June 12th
23.0,ALABAMA,11.0,SEC,▲39(LW: 62),2010,Outdoor Track,Men,I,FINAL - June 12th
23.0,VIRGINIA,11.0,ACC,▲25(LW: 48),2010,Outdoor Track,Men,I,FINAL - June 12th
23.0,PRINCETON,11.0,Ivy League,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
23.0,PENN STATE,11.0,Big Ten,▲39(LW: 62),2010,Outdoor Track,Men,I,FINAL - June 12th
27.0,OKLAHOMA,10.0,Big 12,▼2(LW: 25),2010,Outdoor Track,Men,I,FINAL - June 12th
27.0,ILLINOIS,10.0,Big Ten,▲10(LW: 37),2010,Outdoor Track,Men,I,FINAL - June 12th
27.0,NORTHERN ARIZONA,10.0,Big Sky,▲5(LW: 32),2010,Outdoor Track,Men,I,FINAL - June 12th
27.0,BROWN,10.0,Ivy League,▲13(LW: 40),2010,Outdoor Track,Men,I,FINAL - June 12th
27.0,IOWA STATE,10.0,Big 12,▲5(LW: 32),2010,Outdoor Track,Men,I,FINAL - June 12th
32.0,MISSOURI,9.0,Big 12,▼2(LW: 30),2010,Outdoor Track,Men,I,FINAL - June 12th
33.0,OKLAHOMA STATE,8.0,Big 12,▼8(LW: 25),2010,Outdoor Track,Men,I,FINAL - June 12th
33.0,MIDDLE TENNESSEE,8.0,Sun Belt,▼1(LW: 32),2010,Outdoor Track,Men,I,FINAL - June 12th
33.0,WASHINGTON STATE,8.0,Pac-12,▼16(LW: 17),2010,Outdoor Track,Men,I,FINAL - June 12th
33.0,BOISE STATE,8.0,WAC,▼8(LW: 25),2010,Outdoor Track,Men,I,FINAL - June 12th
37.0,AUBURN,7.0,SEC,▼25(LW: 12),2010,Outdoor Track,Men,I,FINAL - June 12th
37.0,COLORADO,7.0,Big 12,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
37.0,KANSAS STATE,7.0,Big 12,▼24(LW: 13),2010,Outdoor Track,Men,I,FINAL - June 12th
40.0,GEORGIA,6.0,SEC,▼29(LW: 11),2010,Outdoor Track,Men,I,FINAL - June 12th
40.0,GEORGETOWN,6.0,Big East (1st Ed.),▲16(LW: 56),2010,Outdoor Track,Men,I,FINAL - June 12th
40.0,CSUN,6.0,Big West,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
40.0,ULM,6.0,Sun Belt,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
44.0,AIR FORCE,5.5,Mountain West,▲18(LW: 62),2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,SOUTHEASTERN LOUISIANA,5.0,Southland,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,OHIO STATE,5.0,Big Ten,▲11(LW: 56),2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,UC SANTA BARBARA,5.0,Big West,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,BAYLOR,5.0,Big 12,▼25(LW: 20),2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,TENNESSEE,5.0,SEC,▲3(LW: 48),2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,OLE MISS,5.0,SEC,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
45.0,MEMPHIS,5.0,Conference USA,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
52.0,UTSA,4.0,Southland,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
52.0,USF,4.0,Big East (1st Ed.),NR,2010,Outdoor Track,Men,I,FINAL - June 12th
52.0,UCLA,4.0,Pac-12,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
55.0,MCNEESE STATE,3.0,Southland,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
55.0,UTEP,3.0,Conference USA,▼15(LW: 40),2010,Outdoor Track,Men,I,FINAL - June 12th
55.0,AKRON,3.0,Mid-American,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
55.0,NEW MEXICO,3.0,Mountain West,▼15(LW: 40),2010,Outdoor Track,Men,I,FINAL - June 12th
55.0,RUTGERS,3.0,Big East (1st Ed.),NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,HAMPTON,2.0,MEAC,▲7(LW: 67),2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,NC STATE,2.0,ACC,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,PORTLAND STATE,2.0,Big Sky,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,LAMAR,2.0,Southland,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,DEPAUL,2.0,Big East (1st Ed.),NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,WESTERN KENTUCKY,2.0,Sun Belt,▼8(LW: 52),2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,IOWA,2.0,Big Ten,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
60.0,ORAL ROBERTS,2.0,Summit League,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
68.0,ARIZONA,1.5,Pac-12,▼45(LW: 23),2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,SOUTHERN ILLINOIS,1.0,Missouri Valley,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,RADFORD,1.0,Big South,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,GEORGIA TECH,1.0,ACC,▼37(LW: 32),2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,BYU,1.0,Mountain West,▼56(LW: 13),2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,PORTLAND,1.0,Independent,NR,2010,Outdoor Track,Men,I,FINAL - June 12th
69.0,NORTH CAROLINA,1.0,ACC,▼39(LW: 30),2010,Outdoor Track,Men,I,FINAL - June 12th
75.0,NOTRE DAME,0.5,Big East (1st Ed.),▼27(LW: 48),2010,Outdoor Track,Men,I,FINAL - June 12th
1.0,TEXAS A&M,72.0,Big 12,◀▶(LW: 1),2010,Outdoor Track,Women,I,FINAL - June 12th
2.0,OREGON,57.0,Pac-12,◀▶(LW: 2),2010,Outdoor Track,Women,I,FINAL - June 12th
3.0,FLORIDA,40.0,SEC,▲6(LW: 9),2010,Outdoor Track,Women,I,FINAL - June 12th
4.0,PENN STATE,34.0,Big Ten,▲10(LW: 14),2010,Outdoor Track,Women,I,FINAL - June 12th
5.0,VIRGINIA TECH,33.0,ACC,▲7(LW: 12),2010,Outdoor Track,Women,I,FINAL - June 12th
6.0,LSU,31.0,SEC,◀▶(LW: 6),2010,Outdoor Track,Women,I,FINAL - June 12th
7.0,UTEP,29.0,Conference USA,▲18(LW: 25),2010,Outdoor Track,Women,I,FINAL - June 12th
8.0,IOWA STATE,28.0,Big 12,▲56(LW: 64),2010,Outdoor Track,Women,I,FINAL - June 12th
9.0,SOUTHERN ILLINOIS,26.0,Missouri Valley,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
9.0,OKLAHOMA,26.0,Big 12,▲14(LW: 23),2010,Outdoor Track,Women,I,FINAL - June 12th
11.0,MIAMI (FLA.),24.0,ACC,▲5(LW: 16),2010,Outdoor Track,Women,I,FINAL - June 12th
12.0,AUBURN,23.0,SEC,▲13(LW: 25),2010,Outdoor Track,Women,I,FINAL - June 12th
13.0,ARIZONA,19.0,Pac-12,▲12(LW: 25),2010,Outdoor Track,Women,I,FINAL - June 12th
14.0,STANFORD,17.5,Pac-12,▲29(LW: 43),2010,Outdoor Track,Women,I,FINAL - June 12th
15.0,ARKANSAS,17.0,SEC,▲14(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
16.0,WEST VIRGINIA,16.0,Big East (1st Ed.),▲31(LW: 47),2010,Outdoor Track,Women,I,FINAL - June 12th
16.0,INDIANA,16.0,Big Ten,▲13(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
18.0,CLEMSON,15.0,ACC,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
19.0,NEBRASKA,14.0,Big 12,▲43(LW: 62),2010,Outdoor Track,Women,I,FINAL - June 12th
20.0,BAYLOR,13.0,Big 12,▼10(LW: 10),2010,Outdoor Track,Women,I,FINAL - June 12th
20.0,FLORIDA STATE,13.0,ACC,▼16(LW: 4),2010,Outdoor Track,Women,I,FINAL - June 12th
20.0,ALABAMA,13.0,SEC,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
20.0,INDIANA STATE,13.0,Missouri Valley,▲9(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
24.0,COLORADO,12.0,Big 12,▲5(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
25.0,UCLA,10.5,Pac-12,▼9(LW: 16),2010,Outdoor Track,Women,I,FINAL - June 12th
26.0,HAMPTON,10.0,MEAC,▲17(LW: 43),2010,Outdoor Track,Women,I,FINAL - June 12th
26.0,HAWAI'I,10.0,WAC,▲10(LW: 36),2010,Outdoor Track,Women,I,FINAL - June 12th
26.0,GEORGIA,10.0,SEC,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
26.0,TENNESSEE,10.0,SEC,▼16(LW: 10),2010,Outdoor Track,Women,I,FINAL - June 12th
30.0,MIDDLE TENNESSEE,9.0,Sun Belt,▲13(LW: 43),2010,Outdoor Track,Women,I,FINAL - June 12th
31.0,MARYLAND,8.0,ACC,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
31.0,MINNESOTA,8.0,Big Ten,▼13(LW: 18),2010,Outdoor Track,Women,I,FINAL - June 12th
33.0,UC SANTA BARBARA,7.0,Big West,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
33.0,PRINCETON,7.0,Ivy League,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
33.0,MICHIGAN STATE,7.0,Big Ten,▼13(LW: 20),2010,Outdoor Track,Women,I,FINAL - June 12th
36.0,TEXAS TECH,6.0,Big 12,▼7(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
36.0,BYU,6.0,Mountain West,▼21(LW: 15),2010,Outdoor Track,Women,I,FINAL - June 12th
36.0,ORAL ROBERTS,6.0,Summit League,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
36.0,LOUISVILLE,6.0,Big East (1st Ed.),NR,2010,Outdoor Track,Women,I,FINAL - June 12th
36.0,BUFFALO,6.0,Mid-American,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
41.0,WASHINGTON STATE,5.0,Pac-12,▲17(LW: 58),2010,Outdoor Track,Women,I,FINAL - June 12th
41.0,MISSISSIPPI STATE,5.0,SEC,▲29(LW: 70),2010,Outdoor Track,Women,I,FINAL - June 12th
41.0,VILLANOVA,5.0,Big East (1st Ed.),▼1(LW: 40),2010,Outdoor Track,Women,I,FINAL - June 12th
41.0,WISCONSIN,5.0,Big Ten,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
41.0,AKRON,5.0,Mid-American,▼21(LW: 20),2010,Outdoor Track,Women,I,FINAL - June 12th
46.0,ARIZONA STATE,4.0,Pac-12,▼43(LW: 3),2010,Outdoor Track,Women,I,FINAL - June 12th
46.0,UCF,4.0,Conference USA,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
46.0,GEORGETOWN,4.0,Big East (1st Ed.),▲1(LW: 47),2010,Outdoor Track,Women,I,FINAL - June 12th
46.0,HOUSTON,4.0,Conference USA,▼3(LW: 43),2010,Outdoor Track,Women,I,FINAL - June 12th
46.0,TCU,4.0,Mountain West,▼11(LW: 35),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,PROVIDENCE,3.0,Big East (1st Ed.),▼22(LW: 29),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,KENT STATE,3.0,Mid-American,▲1(LW: 52),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,TEXAS,3.0,Big 12,▼46(LW: 5),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,SOUTHERN MISS,3.0,Conference USA,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,SOUTH CAROLINA,3.0,SEC,▼11(LW: 40),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,KANSAS,3.0,Big 12,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,STONY BROOK,3.0,America East,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,ST. JOHN'S (N.Y.),3.0,Big East (1st Ed.),NR,2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,KENTUCKY,3.0,SEC,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,SMU,3.0,Conference USA,▲1(LW: 52),2010,Outdoor Track,Women,I,FINAL - June 12th
51.0,LOYOLA MARYMOUNT,3.0,Independent,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
62.0,CONNECTICUT,2.0,Big East (1st Ed.),▼15(LW: 47),2010,Outdoor Track,Women,I,FINAL - June 12th
62.0,AIR FORCE,2.0,Mountain West,▼4(LW: 58),2010,Outdoor Track,Women,I,FINAL - June 12th
62.0,YALE,2.0,Ivy League,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
62.0,COLORADO STATE,2.0,Mountain West,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
66.0,EAST CAROLINA,1.0,Conference USA,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
66.0,WASHINGTON,1.0,Pac-12,▼47(LW: 19),2010,Outdoor Track,Women,I,FINAL - June 12th
66.0,NORTH CAROLINA,1.0,ACC,▼19(LW: 47),2010,Outdoor Track,Women,I,FINAL - June 12th
66.0,IDAHO STATE,1.0,Big Sky,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
66.0,OHIO STATE,1.0,Big Ten,NR,2010,Outdoor Track,Women,I,FINAL - June 12th
