Rank,Team,Points,Last Year,Change,Year,Season,Gender,Division,Description
64.0,TULSA,1.0,American,▼46(LW: 18),2016,Indoor Track,Men,I,FINAL - March 12th
1.0,OREGON,53.0,MPSF,▲1(LW: 2),2016,Indoor Track,Women,I,FINAL - March 12th
2.0,ARKANSAS,50.0,SEC,▼1(LW: 1),2016,Indoor Track,Women,I,FINAL - March 12th
3.0,GEORGIA,45.0,SEC,◀▶(LW: 3),2016,Indoor Track,Women,I,FINAL - March 12th
4.0,TEXAS,44.0,Big 12,▲2(LW: 6),2016,Indoor Track,Women,I,FINAL - March 12th
5.0,NOTRE DAME,35.0,ACC,▲25(LW: 30),2016,Indoor Track,Women,I,FINAL - March 12th
6.0,MICHIGAN,31.0,Big Ten,▲26(LW: 32),2016,Indoor Track,Women,I,FINAL - March 12th
7.0,TENNESSEE,30.0,SEC,▲31(LW: 38),2016,Indoor Track,Women,I,FINAL - March 12th
8.0,KANSAS STATE,26.0,Big 12,▲10(LW: 18),2016,Indoor Track,Women,I,FINAL - March 12th
9.0,GEORGETOWN,21.0,Big East,▲21(LW: 30),2016,Indoor Track,Women,I,FINAL - March 12th
10.0,SOUTHERN CALIFORNIA,18.0,MPSF,▲2(LW: 12),2016,Indoor Track,Women,I,FINAL - March 12th
10.0,OKLAHOMA STATE,18.0,Big 12,▲18(LW: 28),2016,Indoor Track,Women,I,FINAL - March 12th
12.0,KENTUCKY,17.0,SEC,▼7(LW: 5),2016,Indoor Track,Women,I,FINAL - March 12th
13.0,WASHINGTON,16.0,MPSF,▲13(LW: 26),2016,Indoor Track,Women,I,FINAL - March 12th
14.0,LSU,15.0,SEC,▼5(LW: 9),2016,Indoor Track,Women,I,FINAL - March 12th
14.0,FLORIDA,15.0,SEC,▼10(LW: 4),2016,Indoor Track,Women,I,FINAL - March 12th
16.0,STANFORD,12.0,MPSF,▼8(LW: 8),2016,Indoor Track,Women,I,FINAL - March 12th
17.0,UC RIVERSIDE,10.0,Independent,NR,2016,Indoor Track,Women,I,FINAL - March 12th
17.0,NC STATE,10.0,ACC,▲15(LW: 32),2016,Indoor Track,Women,I,FINAL - March 12th
17.0,ALABAMA,10.0,SEC,◀▶(LW: 17),2016,Indoor Track,Women,I,FINAL - March 12th
17.0,MIAMI (FLA.),10.0,ACC,▲35(LW: 52),2016,Indoor Track,Women,I,FINAL - March 12th
21.0,WISCONSIN,9.0,Big Ten,▼3(LW: 18),2016,Indoor Track,Women,I,FINAL - March 12th
21.0,TENNESSEE STATE,9.0,OVC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
21.0,KANSAS,9.0,Big 12,NR,2016,Indoor Track,Women,I,FINAL - March 12th
21.0,DUKE,9.0,ACC,◀▶(LW: 21),2016,Indoor Track,Women,I,FINAL - March 12th
25.0,VILLANOVA,8.0,Big East,▲24(LW: 49),2016,Indoor Track,Women,I,FINAL - March 12th
25.0,VIRGINIA TECH,8.0,ACC,▲16(LW: 41),2016,Indoor Track,Women,I,FINAL - March 12th
25.0,VANDERBILT,8.0,SEC,▲13(LW: 38),2016,Indoor Track,Women,I,FINAL - March 12th
25.0,NORTH DAKOTA STATE,8.0,Summit League,▲7(LW: 32),2016,Indoor Track,Women,I,FINAL - March 12th
25.0,LOUISVILLE,8.0,ACC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
30.0,NEW MEXICO,7.0,Mountain West,▲16(LW: 46),2016,Indoor Track,Women,I,FINAL - March 12th
30.0,HARVARD,7.0,Ivy League,▲16(LW: 46),2016,Indoor Track,Women,I,FINAL - March 12th
32.0,OKLAHOMA,6.5,Big 12,NR,2016,Indoor Track,Women,I,FINAL - March 12th
33.0,PURDUE,6.0,Big Ten,NR,2016,Indoor Track,Women,I,FINAL - March 12th
33.0,SOUTH CAROLINA,6.0,SEC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
33.0,NEW HAMPSHIRE,6.0,America East,NR,2016,Indoor Track,Women,I,FINAL - March 12th
36.0,COLORADO,5.0,MPSF,NR,2016,Indoor Track,Women,I,FINAL - March 12th
36.0,TEXAS A&M,5.0,SEC,▼21(LW: 15),2016,Indoor Track,Women,I,FINAL - March 12th
36.0,AKRON,5.0,Mid-American,▼18(LW: 18),2016,Indoor Track,Women,I,FINAL - March 12th
36.0,GEORGIA TECH,5.0,ACC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
36.0,SAM HOUSTON STATE,5.0,Southland,NR,2016,Indoor Track,Women,I,FINAL - March 12th
36.0,IOWA STATE,5.0,Big 12,NR,2016,Indoor Track,Women,I,FINAL - March 12th
42.0,NEBRASKA,4.0,Big Ten,NR,2016,Indoor Track,Women,I,FINAL - March 12th
42.0,CINCINNATI,4.0,American,NR,2016,Indoor Track,Women,I,FINAL - March 12th
42.0,BYU,4.0,MPSF,▲7(LW: 49),2016,Indoor Track,Women,I,FINAL - March 12th
45.0,WINTHROP,3.0,Big South,NR,2016,Indoor Track,Women,I,FINAL - March 12th
45.0,PRINCETON,3.0,Ivy League,NR,2016,Indoor Track,Women,I,FINAL - March 12th
47.0,PENN STATE,2.0,Big Ten,▲5(LW: 52),2016,Indoor Track,Women,I,FINAL - March 12th
47.0,HAMPTON,2.0,MEAC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
47.0,AIR FORCE,2.0,Mountain West,NR,2016,Indoor Track,Women,I,FINAL - March 12th
47.0,CALIFORNIA,2.0,MPSF,NR,2016,Indoor Track,Women,I,FINAL - March 12th
51.0,MORGAN STATE,1.5,MEAC,NR,2016,Indoor Track,Women,I,FINAL - March 12th
51.0,SOUTH DAKOTA,1.5,Summit League,NR,2016,Indoor Track,Women,I,FINAL - March 12th
51.0,DARTMOUTH,1.5,Ivy League,NR,2016,Indoor Track,Women,I,FINAL - March 12th
54.0,ARIZONA,1.0,MPSF,▼5(LW: 49),2016,Indoor Track,Women,I,FINAL - March 12th
54.0,CLEMSON,1.0,ACC,▼42(LW: 12),2016,Indoor Track,Women,I,FINAL - March 12th
1.0,OREGON,74.0,MPSF,◀▶(LW: 1),2015,Indoor Track,Men,I,FINAL - March 14th
2.0,FLORIDA,50.0,SEC,▲1(LW: 3),2015,Indoor Track,Men,I,FINAL - March 14th
3.0,ARKANSAS,39.0,SEC,▼1(LW: 2),2015,Indoor Track,Men,I,FINAL - March 14th
4.0,TEXAS A&M,33.0,SEC,▲4(LW: 8),2015,Indoor Track,Men,I,FINAL - March 14th
5.0,TEXAS TECH,31.0,Big 12,▲25(LW: 30),2015,Indoor Track,Men,I,FINAL - March 14th
6.0,TEXAS,25.0,Big 12,▲14(LW: 20),2015,Indoor Track,Men,I,FINAL - March 14th
7.0,LSU,19.0,SEC,▲1(LW: 8),2015,Indoor Track,Men,I,FINAL - March 14th
7.0,TCU,19.0,Big 12,NR,2015,Indoor Track,Men,I,FINAL - March 14th
9.0,IOWA STATE,16.0,Big 12,▲17(LW: 26),2015,Indoor Track,Men,I,FINAL - March 14th
9.0,SOUTHERN CALIFORNIA,16.0,MPSF,▲8(LW: 17),2015,Indoor Track,Men,I,FINAL - March 14th
9.0,AKRON,16.0,Mid-American,▲7(LW: 16),2015,Indoor Track,Men,I,FINAL - March 14th
12.0,PENN STATE,15.0,Big Ten,▲20(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
13.0,NEBRASKA,14.0,Big Ten,▲4(LW: 17),2015,Indoor Track,Men,I,FINAL - March 14th
13.0,OKLAHOMA STATE,14.0,Big 12,▼7(LW: 6),2015,Indoor Track,Men,I,FINAL - March 14th
15.0,GEORGIA,12.0,SEC,▲11(LW: 26),2015,Indoor Track,Men,I,FINAL - March 14th
15.0,BUFFALO,12.0,Mid-American,▲41(LW: 56),2015,Indoor Track,Men,I,FINAL - March 14th
17.0,TENNESSEE,11.0,SEC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
18.0,BAYLOR,10.0,Big 12,▲4(LW: 22),2015,Indoor Track,Men,I,FINAL - March 14th
18.0,WISCONSIN,10.0,Big Ten,▼7(LW: 11),2015,Indoor Track,Men,I,FINAL - March 14th
18.0,MINNESOTA,10.0,Big Ten,▲34(LW: 52),2015,Indoor Track,Men,I,FINAL - March 14th
18.0,TULSA,10.0,American,NR,2015,Indoor Track,Men,I,FINAL - March 14th
22.0,GEORGETOWN,9.0,Big East,NR,2015,Indoor Track,Men,I,FINAL - March 14th
23.0,ILLINOIS,8.0,Big Ten,NR,2015,Indoor Track,Men,I,FINAL - March 14th
23.0,EASTERN MICHIGAN,8.0,Mid-American,▲22(LW: 45),2015,Indoor Track,Men,I,FINAL - March 14th
23.0,MONMOUTH,8.0,Metro Atlantic,NR,2015,Indoor Track,Men,I,FINAL - March 14th
23.0,MONTANA STATE,8.0,Big Sky,NR,2015,Indoor Track,Men,I,FINAL - March 14th
23.0,VIRGINIA,8.0,ACC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
28.0,OLE MISS,7.0,SEC,▼4(LW: 24),2015,Indoor Track,Men,I,FINAL - March 14th
28.0,VIRGINIA TECH,7.0,ACC,▲4(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
28.0,COLORADO,7.0,MPSF,▲4(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
31.0,LOUISVILLE,6.0,ACC,▲9(LW: 40),2015,Indoor Track,Men,I,FINAL - March 14th
31.0,NEW MEXICO,6.0,Mountain West,▲14(LW: 45),2015,Indoor Track,Men,I,FINAL - March 14th
31.0,MARQUETTE,6.0,Big East,NR,2015,Indoor Track,Men,I,FINAL - March 14th
31.0,HAMPTON,6.0,MEAC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
31.0,PURDUE,6.0,Big Ten,▲1(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
31.0,ARIZONA STATE,6.0,MPSF,▼5(LW: 26),2015,Indoor Track,Men,I,FINAL - March 14th
31.0,UTEP,6.0,Conference USA,▼23(LW: 8),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,CLEMSON,5.0,ACC,▲18(LW: 56),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,KENNESAW STATE,5.0,Atlantic Sun,NR,2015,Indoor Track,Men,I,FINAL - March 14th
38.0,BYU,5.0,MPSF,▼16(LW: 22),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,FLORIDA STATE,5.0,ACC,▼34(LW: 4),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,ALABAMA,5.0,SEC,▼32(LW: 6),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,WASHINGTON,5.0,MPSF,▲25(LW: 63),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,KENTUCKY,5.0,SEC,▲7(LW: 45),2015,Indoor Track,Men,I,FINAL - March 14th
38.0,MISSISSIPPI STATE,5.0,Independent,▼26(LW: 12),2015,Indoor Track,Men,I,FINAL - March 14th
46.0,NORTHERN ARIZONA,4.0,Big Sky,▲18(LW: 64),2015,Indoor Track,Men,I,FINAL - March 14th
46.0,MISSOURI,4.0,SEC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
46.0,AUBURN,4.0,SEC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
46.0,VILLANOVA,4.0,Big East,▼14(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
46.0,INDIANA STATE,4.0,Missouri Valley,▲18(LW: 64),2015,Indoor Track,Men,I,FINAL - March 14th
51.0,KENT STATE,3.0,Mid-American,▼6(LW: 45),2015,Indoor Track,Men,I,FINAL - March 14th
51.0,USF,3.0,American,NR,2015,Indoor Track,Men,I,FINAL - March 14th
51.0,CINCINNATI,3.0,American,NR,2015,Indoor Track,Men,I,FINAL - March 14th
51.0,NORTH CAROLINA,3.0,ACC,▼6(LW: 45),2015,Indoor Track,Men,I,FINAL - March 14th
51.0,IOWA,3.0,Big Ten,NR,2015,Indoor Track,Men,I,FINAL - March 14th
56.0,SOUTHERN ILLINOIS,2.5,Missouri Valley,NR,2015,Indoor Track,Men,I,FINAL - March 14th
57.0,DUKE,2.0,ACC,▼37(LW: 20),2015,Indoor Track,Men,I,FINAL - March 14th
57.0,MICHIGAN STATE,2.0,Big Ten,▼17(LW: 40),2015,Indoor Track,Men,I,FINAL - March 14th
57.0,SYRACUSE,2.0,ACC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
57.0,DEPAUL,2.0,Big East,NR,2015,Indoor Track,Men,I,FINAL - March 14th
61.0,EAST CAROLINA,1.5,American,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,SOUTH DAKOTA,1.0,Summit League,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,RICE,1.0,Conference USA,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,UCLA,1.0,MPSF,▲2(LW: 64),2015,Indoor Track,Men,I,FINAL - March 14th
62.0,NORTH CAROLINA A&T,1.0,MEAC,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,KANSAS,1.0,Big 12,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,MICHIGAN,1.0,Big Ten,NR,2015,Indoor Track,Men,I,FINAL - March 14th
62.0,INDIANA,1.0,Big Ten,▼30(LW: 32),2015,Indoor Track,Men,I,FINAL - March 14th
1.0,ARKANSAS,63.0,SEC,▲5(LW: 6),2015,Indoor Track,Women,I,FINAL - March 14th
2.0,OREGON,46.5,MPSF,▼1(LW: 1),2015,Indoor Track,Women,I,FINAL - March 14th
3.0,GEORGIA,37.0,SEC,◀▶(LW: 3),2015,Indoor Track,Women,I,FINAL - March 14th
4.0,FLORIDA,36.0,SEC,▼1(LW: 3),2015,Indoor Track,Women,I,FINAL - March 14th
5.0,KENTUCKY,35.0,SEC,▲4(LW: 9),2015,Indoor Track,Women,I,FINAL - March 14th
6.0,TEXAS,33.0,Big 12,▼4(LW: 2),2015,Indoor Track,Women,I,FINAL - March 14th
7.0,BAYLOR,27.0,Big 12,▲20(LW: 27),2015,Indoor Track,Women,I,FINAL - March 14th
8.0,STANFORD,20.0,MPSF,▼1(LW: 7),2015,Indoor Track,Women,I,FINAL - March 14th
9.0,SOUTHERN ILLINOIS,18.0,Missouri Valley,NR,2015,Indoor Track,Women,I,FINAL - March 14th
9.0,LSU,18.0,SEC,▲3(LW: 12),2015,Indoor Track,Women,I,FINAL - March 14th
11.0,PROVIDENCE,16.0,Big East,▲44(LW: 55),2015,Indoor Track,Women,I,FINAL - March 14th
12.0,TEXAS TECH,15.0,Big 12,NR,2015,Indoor Track,Women,I,FINAL - March 14th
12.0,CLEMSON,15.0,ACC,▲33(LW: 45),2015,Indoor Track,Women,I,FINAL - March 14th
12.0,SOUTHERN CALIFORNIA,15.0,MPSF,▲17(LW: 29),2015,Indoor Track,Women,I,FINAL - March 14th
15.0,MISSOURI,14.0,SEC,▲1(LW: 16),2015,Indoor Track,Women,I,FINAL - March 14th
15.0,TEXAS A&M,14.0,SEC,▼10(LW: 5),2015,Indoor Track,Women,I,FINAL - March 14th
17.0,ALABAMA,13.0,SEC,▲2(LW: 19),2015,Indoor Track,Women,I,FINAL - March 14th
18.0,AKRON,12.0,Mid-American,▲15(LW: 33),2015,Indoor Track,Women,I,FINAL - March 14th
18.0,KANSAS STATE,12.0,Big 12,NR,2015,Indoor Track,Women,I,FINAL - March 14th
18.0,WISCONSIN,12.0,Big Ten,▲25(LW: 43),2015,Indoor Track,Women,I,FINAL - March 14th
21.0,DUKE,11.0,ACC,▲22(LW: 43),2015,Indoor Track,Women,I,FINAL - March 14th
21.0,ARIZONA STATE,11.0,MPSF,▲8(LW: 29),2015,Indoor Track,Women,I,FINAL - March 14th
21.0,MISSISSIPPI STATE,11.0,SEC,▼11(LW: 10),2015,Indoor Track,Women,I,FINAL - March 14th
24.0,FLORIDA STATE,10.0,ACC,▲15(LW: 39),2015,Indoor Track,Women,I,FINAL - March 14th
24.0,MICHIGAN STATE,10.0,Big Ten,▲11(LW: 35),2015,Indoor Track,Women,I,FINAL - March 14th
26.0,WASHINGTON,9.0,MPSF,NR,2015,Indoor Track,Women,I,FINAL - March 14th
26.0,NORTH CAROLINA,9.0,ACC,NR,2015,Indoor Track,Women,I,FINAL - March 14th
28.0,OKLAHOMA STATE,8.0,Big 12,▼13(LW: 15),2015,Indoor Track,Women,I,FINAL - March 14th
28.0,UCLA,8.0,MPSF,▲1(LW: 29),2015,Indoor Track,Women,I,FINAL - March 14th
30.0,NOTRE DAME,7.0,ACC,▼1(LW: 29),2015,Indoor Track,Women,I,FINAL - March 14th
30.0,GEORGETOWN,7.0,Big East,▼14(LW: 16),2015,Indoor Track,Women,I,FINAL - March 14th
32.0,COPPIN STATE,6.0,MEAC,▲19(LW: 51),2015,Indoor Track,Women,I,FINAL - March 14th
32.0,COLUMBIA,6.0,Ivy League,▲15(LW: 47),2015,Indoor Track,Women,I,FINAL - March 14th
32.0,NORTH DAKOTA STATE,6.0,Summit League,NR,2015,Indoor Track,Women,I,FINAL - March 14th
32.0,MICHIGAN,6.0,Big Ten,▲1(LW: 33),2015,Indoor Track,Women,I,FINAL - March 14th
32.0,NC STATE,6.0,ACC,▲15(LW: 47),2015,Indoor Track,Women,I,FINAL - March 14th
32.0,ILLINOIS,6.0,Big Ten,NR,2015,Indoor Track,Women,I,FINAL - March 14th
38.0,IONA,5.0,Metro Atlantic,NR,2015,Indoor Track,Women,I,FINAL - March 14th
38.0,VANDERBILT,5.0,SEC,NR,2015,Indoor Track,Women,I,FINAL - March 14th
38.0,TENNESSEE,5.0,SEC,NR,2015,Indoor Track,Women,I,FINAL - March 14th
41.0,VIRGINIA TECH,4.0,ACC,▼6(LW: 35),2015,Indoor Track,Women,I,FINAL - March 14th
41.0,AUBURN,4.0,SEC,▼29(LW: 12),2015,Indoor Track,Women,I,FINAL - March 14th
41.0,MINNESOTA,4.0,Big Ten,▲10(LW: 51),2015,Indoor Track,Women,I,FINAL - March 14th
41.0,KANSAS CITY,4.0,WAC,NR,2015,Indoor Track,Women,I,FINAL - March 14th
45.0,MARYLAND,3.5,Big Ten,▲9(LW: 54),2015,Indoor Track,Women,I,FINAL - March 14th
46.0,KENT STATE,3.0,Mid-American,▼11(LW: 35),2015,Indoor Track,Women,I,FINAL - March 14th
46.0,NEW MEXICO,3.0,Mountain West,NR,2015,Indoor Track,Women,I,FINAL - March 14th
46.0,HARVARD,3.0,Ivy League,NR,2015,Indoor Track,Women,I,FINAL - March 14th
49.0,VILLANOVA,2.0,Big East,▼33(LW: 16),2015,Indoor Track,Women,I,FINAL - March 14th
49.0,ARIZONA,2.0,MPSF,NR,2015,Indoor Track,Women,I,FINAL - March 14th
49.0,BYU,2.0,MPSF,NR,2015,Indoor Track,Women,I,FINAL - March 14th
52.0,OLE MISS,1.0,SEC,NR,2015,Indoor Track,Women,I,FINAL - March 14th
52.0,TEXAS STATE,1.0,Sun Belt,NR,2015,Indoor Track,Women,I,FINAL - March 14th
52.0,RICE,1.0,Conference USA,▲3(LW: 55),2015,Indoor Track,Women,I,FINAL - March 14th
52.0,PENN STATE,1.0,Big Ten,▼38(LW: 14),2015,Indoor Track,Women,I,FINAL - March 14th
52.0,MIAMI (FLA.),1.0,ACC,▼7(LW: 45),2015,Indoor Track,Women,I,FINAL - March 14th
1.0,OREGON,62.0,MPSF,▲5(LW: 6),2014,Indoor Track,Men,I,FINAL - March 15th
2.0,ARKANSAS,54.0,SEC,▼1(LW: 1),2014,Indoor Track,Men,I,FINAL - March 15th
3.0,FLORIDA,35.0,SEC,▼1(LW: 2),2014,Indoor Track,Men,I,FINAL - March 15th
4.0,FLORIDA STATE,28.0,ACC,▲14(LW: 18),2014,Indoor Track,Men,I,FINAL - March 15th
5.0,ARIZONA,24.0,MPSF,▲1(LW: 6),2014,Indoor Track,Men,I,FINAL - March 15th
6.0,ALABAMA,20.0,SEC,▲26(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
6.0,OKLAHOMA STATE,20.0,Big 12,▲2(LW: 8),2014,Indoor Track,Men,I,FINAL - March 15th
8.0,UTEP,18.0,Conference USA,▲39(LW: 47),2014,Indoor Track,Men,I,FINAL - March 15th
8.0,LSU,18.0,SEC,▲7(LW: 15),2014,Indoor Track,Men,I,FINAL - March 15th
8.0,TEXAS A&M,18.0,SEC,▼4(LW: 4),2014,Indoor Track,Men,I,FINAL - March 15th
11.0,WISCONSIN,17.0,Big Ten,▼8(LW: 3),2014,Indoor Track,Men,I,FINAL - March 15th
12.0,MISSISSIPPI STATE,16.0,Independent,◀▶(LW: 12),2014,Indoor Track,Men,I,FINAL - March 15th
12.0,STANFORD,16.0,MPSF,▲18(LW: 30),2014,Indoor Track,Men,I,FINAL - March 15th
14.0,PITTSBURGH,14.0,ACC,NR,2014,Indoor Track,Men,I,FINAL - March 15th
14.0,CORNELL,14.0,Ivy League,NR,2014,Indoor Track,Men,I,FINAL - March 15th
16.0,AKRON,13.0,Mid-American,▲28(LW: 44),2014,Indoor Track,Men,I,FINAL - March 15th
17.0,NEBRASKA,12.0,Big Ten,▲15(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
17.0,NOTRE DAME,12.0,ACC,▲15(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
17.0,SOUTHERN CALIFORNIA,12.0,MPSF,NR,2014,Indoor Track,Men,I,FINAL - March 15th
20.0,TEXAS,11.0,Big 12,▲3(LW: 23),2014,Indoor Track,Men,I,FINAL - March 15th
20.0,DUKE,11.0,ACC,NR,2014,Indoor Track,Men,I,FINAL - March 15th
22.0,BYU,10.0,MPSF,NR,2014,Indoor Track,Men,I,FINAL - March 15th
22.0,BAYLOR,10.0,Big 12,▲10(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
24.0,ARKANSAS STATE,9.0,Sun Belt,NR,2014,Indoor Track,Men,I,FINAL - March 15th
24.0,OLE MISS,9.0,SEC,▼1(LW: 23),2014,Indoor Track,Men,I,FINAL - March 15th
26.0,ARIZONA STATE,8.0,MPSF,▼10(LW: 16),2014,Indoor Track,Men,I,FINAL - March 15th
26.0,RUTGERS,8.0,American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
26.0,GEORGIA,8.0,SEC,▼8(LW: 18),2014,Indoor Track,Men,I,FINAL - March 15th
26.0,IOWA STATE,8.0,Big 12,NR,2014,Indoor Track,Men,I,FINAL - March 15th
30.0,TEXAS TECH,7.0,Big 12,▼25(LW: 5),2014,Indoor Track,Men,I,FINAL - March 15th
30.0,COLUMBIA,7.0,Ivy League,NR,2014,Indoor Track,Men,I,FINAL - March 15th
32.0,VILLANOVA,6.0,Big East,▲12(LW: 44),2014,Indoor Track,Men,I,FINAL - March 15th
32.0,COLORADO,6.0,MPSF,NR,2014,Indoor Track,Men,I,FINAL - March 15th
32.0,VIRGINIA TECH,6.0,ACC,▼23(LW: 9),2014,Indoor Track,Men,I,FINAL - March 15th
32.0,PENN STATE,6.0,Big Ten,▼23(LW: 9),2014,Indoor Track,Men,I,FINAL - March 15th
32.0,INDIANA,6.0,Big Ten,▼23(LW: 9),2014,Indoor Track,Men,I,FINAL - March 15th
32.0,PURDUE,6.0,Big Ten,▼14(LW: 18),2014,Indoor Track,Men,I,FINAL - March 15th
32.0,YOUNGSTOWN STATE,6.0,Horizon,NR,2014,Indoor Track,Men,I,FINAL - March 15th
32.0,MEMPHIS,6.0,American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
40.0,NORTHWESTERN STATE,5.0,Southland,NR,2014,Indoor Track,Men,I,FINAL - March 15th
40.0,LOUISVILLE,5.0,American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
40.0,BOSTON UNIVERSITY,5.0,Patriot,NR,2014,Indoor Track,Men,I,FINAL - March 15th
40.0,WYOMING,5.0,Mountain West,NR,2014,Indoor Track,Men,I,FINAL - March 15th
40.0,MICHIGAN STATE,5.0,Big Ten,▼15(LW: 25),2014,Indoor Track,Men,I,FINAL - March 15th
45.0,KENTUCKY,4.0,SEC,▲4(LW: 49),2014,Indoor Track,Men,I,FINAL - March 15th
45.0,ILLINOIS STATE,4.0,Missouri Valley,NR,2014,Indoor Track,Men,I,FINAL - March 15th
45.0,NEW MEXICO,4.0,Mountain West,▲4(LW: 49),2014,Indoor Track,Men,I,FINAL - March 15th
45.0,KENT STATE,4.0,Mid-American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
45.0,NORTH CAROLINA,4.0,ACC,NR,2014,Indoor Track,Men,I,FINAL - March 15th
45.0,DARTMOUTH,4.0,Ivy League,NR,2014,Indoor Track,Men,I,FINAL - March 15th
45.0,EASTERN MICHIGAN,4.0,Mid-American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
52.0,CALIFORNIA,3.0,MPSF,▲2(LW: 54),2014,Indoor Track,Men,I,FINAL - March 15th
52.0,HOUSTON,3.0,American,▼31(LW: 21),2014,Indoor Track,Men,I,FINAL - March 15th
52.0,MINNESOTA,3.0,Big Ten,▼40(LW: 12),2014,Indoor Track,Men,I,FINAL - March 15th
52.0,SIUE,3.0,OVC,NR,2014,Indoor Track,Men,I,FINAL - March 15th
56.0,CHARLESTON SOUTHERN,2.0,Big South,NR,2014,Indoor Track,Men,I,FINAL - March 15th
56.0,CLEMSON,2.0,ACC,▼31(LW: 25),2014,Indoor Track,Men,I,FINAL - March 15th
56.0,AIR FORCE,2.0,Mountain West,NR,2014,Indoor Track,Men,I,FINAL - March 15th
56.0,LOYOLA-CHICAGO,2.0,Missouri Valley,▼24(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
56.0,OHIO STATE,2.0,Big Ten,▼9(LW: 47),2014,Indoor Track,Men,I,FINAL - March 15th
56.0,BUFFALO,2.0,Mid-American,NR,2014,Indoor Track,Men,I,FINAL - March 15th
56.0,ALBANY,2.0,America East,NR,2014,Indoor Track,Men,I,FINAL - March 15th
63.0,WASHINGTON,1.5,MPSF,NR,2014,Indoor Track,Men,I,FINAL - March 15th
64.0,MIDDLE TENNESSEE,1.0,Conference USA,NR,2014,Indoor Track,Men,I,FINAL - March 15th
64.0,WASHINGTON STATE,1.0,MPSF,NR,2014,Indoor Track,Men,I,FINAL - March 15th
64.0,INDIANA STATE,1.0,Missouri Valley,▼34(LW: 30),2014,Indoor Track,Men,I,FINAL - March 15th
64.0,NORTHERN ARIZONA,1.0,Big Sky,▼48(LW: 16),2014,Indoor Track,Men,I,FINAL - March 15th
64.0,UCLA,1.0,MPSF,▼15(LW: 49),2014,Indoor Track,Men,I,FINAL - March 15th
69.0,KANSAS STATE,0.5,Big 12,▼37(LW: 32),2014,Indoor Track,Men,I,FINAL - March 15th
1.0,OREGON,44.0,MPSF,◀▶(LW: 1),2014,Indoor Track,Women,I,FINAL - March 15th
2.0,TEXAS,43.5,Big 12,▲16(LW: 18),2014,Indoor Track,Women,I,FINAL - March 15th
3.0,FLORIDA,40.5,SEC,▲10(LW: 13),2014,Indoor Track,Women,I,FINAL - March 15th
3.0,GEORGIA,40.5,SEC,▲7(LW: 10),2014,Indoor Track,Women,I,FINAL - March 15th
5.0,TEXAS A&M,35.0,SEC,▲7(LW: 12),2014,Indoor Track,Women,I,FINAL - March 15th
6.0,ARKANSAS,30.0,SEC,▼2(LW: 4),2014,Indoor Track,Women,I,FINAL - March 15th
7.0,DARTMOUTH,24.0,Ivy League,▲4(LW: 11),2014,Indoor Track,Women,I,FINAL - March 15th
7.0,STANFORD,24.0,MPSF,NR,2014,Indoor Track,Women,I,FINAL - March 15th
9.0,KENTUCKY,23.0,SEC,▲11(LW: 20),2014,Indoor Track,Women,I,FINAL - March 15th
10.0,SOUTH DAKOTA,18.0,Summit League,▲36(LW: 46),2014,Indoor Track,Women,I,FINAL - March 15th
10.0,MISSISSIPPI STATE,18.0,SEC,▲10(LW: 20),2014,Indoor Track,Women,I,FINAL - March 15th
